Iteration,Train MSE,Validation MSE,Test MSE,Train Accuracy,Validation Accuracy,Test Accuracy,Train F1 Score,Validation F1 Score,Test F1 Score,Time
10,0.07091460623408198,0.0732114717762755,0.074068468611595,0.8040989399293286,0.7993216506500848,0.7964721845318861,0.8058814213027822,0.799860746564124,0.7999752166367734,26741
20,0.0807093364260157,0.07895380083256003,0.08349590044157627,0.7686219081272084,0.7665347654041832,0.7553143374038896,0.768670736814113,0.7681772478881457,0.756951520553567,48183
30,0.08416698579294045,0.08817496506912988,0.08484885528243334,0.7499646643109541,0.7348784624081401,0.7535052012663953,0.745555189321905,0.730685547172712,0.7495810315667807,70886
40,0.07199808895889946,0.07271941841326592,0.07530446814657739,0.7946289752650176,0.7953646127755795,0.7761194029850746,0.791519456502393,0.7924373092164875,0.7730368306122147,93795
50,0.06709088904187492,0.06646289121537233,0.06893338451633306,0.8043816254416961,0.8038439796495195,0.8032564450474898,0.8013480416841815,0.80075225692036,0.7998597871726608,116743
60,0.07666469155734983,0.07595850449989053,0.08037871740336655,0.7773851590106007,0.7834934991520633,0.7675260063319764,0.7918441473641992,0.7977339365684225,0.7837476850590176,141076
70,0.0683614476494368,0.06844286502801857,0.07163081621284403,0.7981625441696113,0.7998869417750142,0.7951153324287653,0.7958815336990895,0.7977408213659007,0.7938541896082002,163865
80,0.06717452051022951,0.06759743433199725,0.07088065468100263,0.8134275618374558,0.8140192198982475,0.8064224332881049,0.815692948045925,0.8155940698369996,0.8112234210324337,186690
90,0.06651077112065856,0.0662654267695289,0.07012081213602113,0.8162544169611308,0.8174109666478236,0.8032564450474898,0.8199438652896617,0.8204618523193314,0.8099980433143164,210290
110,0.06687732869579727,0.06719708718367765,0.07102447419284869,0.8125795053003534,0.8123233465234596,0.7955676164631389,0.8172438541141163,0.8164436260187434,0.8034855761918946,257535
120,0.0600247138969732,0.060418526555644524,0.06277906966053393,0.8360424028268552,0.8400226116449971,0.8227046585255541,0.8338703123538344,0.8379093695097845,0.8211781305953905,279480
130,0.06259413625542866,0.06306288933598904,0.06589299904073737,0.8241696113074205,0.8258903335217637,0.8204432383536862,0.8229587035363924,0.824419540302319,0.8206517148128115,302097
140,0.06508213016048114,0.06531070890873591,0.06794225468223933,0.8162544169611308,0.8151498021481063,0.8050655811849842,0.8144989418784314,0.8132047763431182,0.8051636661183057,325257
150,0.0618059475137593,0.06187073695453574,0.06453084947001858,0.8282685512367491,0.8349349915206331,0.8181818181818182,0.8280169584261377,0.8344867834916467,0.8191111754235119,349497
160,0.06398732507755246,0.06457274334093253,0.06656742294209862,0.8210600706713781,0.8157150932730356,0.80958842152872,0.8185455841248427,0.8129004333875475,0.807846263702241,373966
