Iteration,Train MSE,Validation MSE,Test MSE,Train Accuracy,Validation Accuracy,Test Accuracy,Train F1 Score,Validation F1 Score,Test F1 Score,Time
10,0.1007414709784986,0.10144029297457526,0.10007027572069349,0.7069964664310954,0.6992651215375919,0.7037539574853008,0.7107112870642665,0.7002774717638679,0.708089575178484,1572
20,0.09619321341167308,0.09610534993122433,0.0951202800024933,0.7195759717314487,0.7173544375353307,0.7168701944821347,0.7278730746913928,0.7226385212164652,0.7255578840232787,2899
30,0.09671238175926464,0.09661568252059845,0.09592087921889668,0.7024734982332156,0.7083097795364612,0.7051108095884215,0.7150757125503641,0.7169277637674655,0.7180321184673756,4320
40,0.09654479989206875,0.0964814854400328,0.09570765069119459,0.6979505300353357,0.7133973996608253,0.7087290818634102,0.7121035249839982,0.7234907259170443,0.724170958654861,5750
50,0.0980852272580171,0.09800828107324785,0.09716242364074236,0.6937102473498233,0.7032221594120972,0.6978742650384442,0.7081493426780898,0.7147340269019795,0.7141433452343438,7173
60,0.0978288786761593,0.09762068302214606,0.09697858022447463,0.6946996466431096,0.7066139061616733,0.7033016734509272,0.7103465246552618,0.7189988629274894,0.720081788616937,8660
70,0.095493800599602,0.09537611498174743,0.09465829854515166,0.7085512367491166,0.7201808931599774,0.7137042062415196,0.7221421257150015,0.7309619574617174,0.728448037565289,10087
80,0.09341456173791374,0.09351858216905541,0.09273351777850021,0.7231095406360424,0.7275296777840587,0.7277250113071009,0.7324507625444527,0.73510423041388,0.7379250778767872,11428
90,0.0923471098671266,0.09252118584531795,0.09152257551307326,0.7281978798586572,0.7343131712832108,0.7322478516508367,0.7341215640623981,0.7380293943685038,0.7385530856350235,12933
110,0.08868750126393829,0.08870387536780718,0.08790822758025758,0.7478445229681979,0.7580553985302431,0.7489823609226595,0.7536280129448517,0.762710939871166,0.7564969186922208,15763
120,0.0880678176417165,0.08790337314119344,0.08727838561842606,0.7508127208480565,0.7625777275296778,0.7521483491632746,0.7558237790472334,0.7660499376235917,0.7587746614697632,17001
