Iteration,Train MSE,Validation MSE,Test MSE,Train Accuracy,Validation Accuracy,Test Accuracy,Train F1 Score,Validation F1 Score,Test F1 Score,Time
10,0.21120273045201382,0.21593642750892347,0.21473956847696632,0.4910247349823322,0.47936687394007915,0.4834916327453641,0.3971999523736624,0.36724293640648475,0.3742157611434423,1505
20,0.20953138316475478,0.21433383035599043,0.2130250477145641,0.49173144876325087,0.4788015828151498,0.48484848484848486,0.40005921262636435,0.36960668189910967,0.37990215458044896,2888
30,0.2067337708041085,0.21162239929157667,0.2103145318225011,0.4941342756183746,0.47823629169022047,0.48575305291723203,0.40892062456033146,0.3756356296704871,0.38583108267689464,4318
40,0.20580935203948822,0.210313642984211,0.2093477285232958,0.49625441696113076,0.4833239118145845,0.4889190411578471,0.41174505091604346,0.38170063357659173,0.3860391071592268,5769
50,0.20572867266487363,0.21029325998080187,0.20931399813782914,0.49653710247349825,0.4844544940644432,0.4898236092265943,0.4137985440212806,0.3875149027933632,0.3899819402777811,7165
60,0.2056728944482959,0.2102289952206465,0.2092529444646978,0.49625441696113076,0.4833239118145845,0.4893713251922207,0.412620519402719,0.38409978402591055,0.3885292880392944,8675
70,0.2054046480891968,0.20997265856990713,0.20895000149122897,0.4963957597173145,0.4827586206896552,0.4898236092265943,0.41342539455884963,0.38470015393631185,0.3899819402777811,10017
80,0.20442032912203736,0.20896734908191897,0.20801717591095742,0.49653710247349825,0.48106274731486715,0.4898236092265943,0.4140100452292227,0.3830438796282233,0.38899641079823877,11394
90,0.20343959663245878,0.2079078635866933,0.20708239963900366,0.49724381625441694,0.4838892029395139,0.4898236092265943,0.41481576236726725,0.38581698200624226,0.38899641079823877,12942
110,0.20291775260510986,0.2075669806393957,0.20657245936618246,0.4989399293286219,0.47993216506500846,0.4902758932609679,0.4224532989151219,0.3862722257632708,0.39768808889434265,15617
120,0.20006513014574287,0.20469128915185672,0.2039272293290408,0.4995053003533569,0.4788015828151498,0.4889190411578471,0.4280468127560023,0.3918824928963733,0.4009989989225481,16899
130,0.19902938638873197,0.20417587933915893,0.2030764074031645,0.4930035335689046,0.4765404183154324,0.4785165083672546,0.4261209916665162,0.39702878988327117,0.39653496141699673,18199
