Iteration,Train MSE,Validation MSE,Test MSE,Train Accuracy,Validation Accuracy,Test Accuracy,Train F1 Score,Validation F1 Score,Test F1 Score,Time
10,0.19237996674374022,0.19647666325610308,0.19202080032513633,0.49286219081272087,0.48501978518937255,0.49389416553595655,0.5685816811695857,0.5549147445105156,0.5744871932869977,1459
20,0.1913812398067351,0.19543132670809893,0.19085548293481677,0.49201413427561835,0.4844544940644432,0.4920850293984622,0.5669230245378766,0.5524730193326789,0.5705963951838227,2829
30,0.188774719426927,0.19322555882287099,0.18824176092274278,0.4914487632508834,0.4821933295647258,0.49525101763907736,0.559817288171912,0.5430703381642044,0.5699315411254937,4215
40,0.18151264130566822,0.18660489597601623,0.18048239558134402,0.4986572438162544,0.48728094968908986,0.5015829941203076,0.5537049125862118,0.5394621759814071,0.5608607194844448,5634
50,0.18145494034822257,0.1865443426557068,0.18042410023290892,0.4986572438162544,0.48728094968908986,0.5015829941203076,0.5537049125862118,0.5394621759814071,0.5608607194844448,7107
60,0.17988711815601277,0.18508165948913158,0.1788062361456464,0.49964664310954066,0.4895421141888072,0.5029398462234284,0.5537601445219873,0.5413783177002267,0.5626657433818064,8586
70,0.17586087213033272,0.18078898336353919,0.17476632265498238,0.5084098939929329,0.4968908988128886,0.5092718227046585,0.5612727217267205,0.5475260895541112,0.5654238481420308,9998
80,0.1767088663527506,0.18165489025025275,0.175672766446306,0.5053003533568905,0.49406444318824194,0.506558118498417,0.5589452415133999,0.5447702533056992,0.5635419799052692,11346
90,0.17541115139561897,0.18034669133493456,0.1743311744097806,0.5101060070671378,0.4968908988128886,0.5110809588421529,0.5641036289767362,0.5481919463998154,0.5688862131388196,12863
110,0.15910533019609882,0.1645856069601737,0.15733697718584636,0.5198586572438163,0.5127190503109101,0.5305291723202171,0.5552238550476367,0.5465005964161807,0.5695692012093343,15493
120,0.15906075489379362,0.16454552766287694,0.15728882403215752,0.5202826855123674,0.5132843414358395,0.5309814563545907,0.5557446756200988,0.5470428537813182,0.5702073403900242,16828
130,0.15503637733103817,0.16021085408590283,0.15298972545856326,0.534416961130742,0.5279819106840022,0.5499773857982814,0.5710065069864574,0.56376504965323,0.5905642478449027,18222
140,0.1544233551505024,0.15942647637609988,0.15232715664282873,0.533851590106007,0.5285472018089316,0.5495251017639078,0.570420213459823,0.5642929517151337,0.5901567272243738,19611
150,0.15178463754624985,0.15657245876562387,0.14999071115528229,0.5379505300353357,0.5336348219332957,0.5513342379014021,0.5755652057175744,0.5710539566769341,0.5922569594343392,20976
160,0.1517830611735073,0.1565713293832124,0.14998902287340463,0.5379505300353357,0.5336348219332957,0.5513342379014021,0.5755652057175744,0.5710539566769341,0.5922569594343392,22327
170,0.1517830611735073,0.1565713293832124,0.14998902287340463,0.5379505300353357,0.5336348219332957,0.5513342379014021,0.5755652057175744,0.5710539566769341,0.5922569594343392,23663
180,0.15154948763060275,0.15634267959675252,0.14969761246151878,0.5363957597173145,0.5319389485585077,0.550429669832655,0.5731524434201674,0.568706224852491,0.5905041408968885,25005
190,0.1510923359180755,0.1558253916604301,0.14919442606705519,0.5397879858657244,0.5336348219332957,0.5517865219357757,0.5769180601254995,0.5707939162931817,0.5917233399255029,26334
210,0.13896376400533922,0.14353638507697242,0.1369461674198542,0.5657950530035336,0.5590729225551159,0.5712347354138398,0.5936982143535294,0.5864848897194923,0.6015907019871607,29014
220,0.13733030993520112,0.14187860237053568,0.13525750147466142,0.5687632508833922,0.5618993781797625,0.5748530076888286,0.5972933514297679,0.5903508410559379,0.6061490573431687,30283
