Iteration,Train MSE,Validation MSE,Test MSE,Train Accuracy,Validation Accuracy,Test Accuracy,Train F1 Score,Validation F1 Score,Test F1 Score,Time
10,0.1639557822154834,0.16353338870261097,0.16947455651023863,0.5105300353356891,0.5098925946862635,0.4920850293984622,0.5002416287880942,0.5001651953405922,0.4819175039604779,1461
20,0.16405506216156496,0.16361618874404368,0.16912248867113674,0.5157597173144877,0.5262860373092142,0.5029398462234284,0.5029991980650558,0.5149829350657098,0.4906256540498288,2875
30,0.16351480753155498,0.16312993992119654,0.16908403316546958,0.5120848056537103,0.5206331260599208,0.5015829941203076,0.5002999480143409,0.5099319553967553,0.4900507555169432,4303
40,0.16148203417406173,0.16099923026617366,0.16698785118628617,0.5253710247349823,0.5330695308083663,0.5160560832202623,0.5121093773511116,0.5208699175747417,0.5024086882550247,5687
50,0.16151030097307528,0.16121203826176284,0.16711775633686907,0.5248056537102473,0.5308083663086489,0.5178652193577566,0.5113324321461472,0.5189004339027723,0.5037622554031536,7137
60,0.15649462520169702,0.15557875808069452,0.16322816550998062,0.5386572438162545,0.5381571509327303,0.5210312075983717,0.5307849338643285,0.5315696774662908,0.5124056030582089,8582
70,0.15790920787044066,0.15688081250226055,0.1648702044702691,0.5324381625441696,0.534200113058225,0.514246947082768,0.5256874753745516,0.529093312612086,0.5071879124493459,10006
80,0.15782920481794266,0.15679172494410987,0.16479317232440305,0.5330035335689046,0.5353306953080836,0.5160560832202623,0.5260761600890475,0.5301132351207685,0.5087171336624988,11360
90,0.15807409968169908,0.15682477597113037,0.1651266137223235,0.5334275618374559,0.534200113058225,0.5151515151515151,0.5265219110080248,0.5287230673243325,0.5081057037309776,12891
110,0.15967111433612718,0.15799098716923723,0.16677085228037078,0.5272084805653711,0.5285472018089316,0.506558118498417,0.5212422828634262,0.5241275218015231,0.5000638339859103,15511
120,0.1527873331808443,0.14988478270518538,0.1584224043489026,0.5482685512367491,0.5579423403052572,0.535052012663953,0.5383313177703065,0.5488660479633353,0.5250025541779809,16864
130,0.15147139692049558,0.14825982622196934,0.15683547606428175,0.5556183745583039,0.5669869983041266,0.545906829488919,0.5442409184284126,0.5567497141097911,0.534747481373561,18167
140,0.15029770636459175,0.1471736149630786,0.15550855377807263,0.5595759717314488,0.5703787450537027,0.5454545454545454,0.54822226882368,0.5600368276574249,0.5344188761418606,19579
