10,1,16.0,112
20,1,18.0,212
30,2,20.0,312
40,2,26.0,412
50,2,29.0,512
60,2,29.0,612
70,3,31.0,712
80,3,35.0,812
90,3,38.0,912
110,3,42.0,1112
120,4,55.0,1212
130,4,67.0,1312
140,4,70.0,1412
150,4,70.0,1512
160,4,70.0,1612
170,5,71.0,1712
180,5,73.0,1812
190,5,75.0,1912
210,5,75.0,2112
220,6,75.0,2212
230,6,75.0,2312
240,6,75.0,2412
250,6,77.0,2512
260,6,77.0,2612
270,6,77.0,2712
280,6,77.0,2812
290,6,81.0,2912
310,6,83.0,3112
320,6,83.0,3212
330,7,83.0,3312
340,7,83.0,3412
350,7,84.0,3512
360,7,85.0,3612
370,7,88.0,3712
380,7,88.0,3812
390,7,89.0,3912
410,7,93.0,4112
420,8,94.0,4212
430,8,96.0,4312
440,8,96.0,4412
450,8,96.0,4512
460,8,96.0,4612
470,8,96.0,4712
480,8,97.0,4812
490,8,99.0,4912
510,8,99.0,5112
520,8,99.0,5212
530,9,99.0,5312
540,9,99.0,5412
550,9,99.0,5512
560,9,99.0,5612
570,9,99.0,5712
580,9,99.0,5812
590,9,99.0,5912
610,9,99.0,6112
620,9,99.0,6212
630,9,99.0,6312
640,9,99.0,6412
650,9,99.0,6512
660,9,99.0,6612
670,9,99.0,6712
680,9,99.0,6812
690,9,99.0,6912
710,9,99.0,7112
720,10,99.0,7212
730,10,99.0,7312
740,10,99.0,7412
750,10,99.0,7512
760,10,99.0,7612
770,10,99.0,7712
780,11,99.0,7812
790,11,99.0,7912
810,11,99.0,8112
820,11,99.0,8212
830,11,99.0,8312
840,11,99.0,8412
850,12,99.0,8512
860,12,99.0,8612
870,12,99.0,8712
880,12,99.0,8812
890,12,99.0,8912
910,12,99.0,9112
920,13,99.0,9212
930,13,99.0,9312
940,13,99.0,9412
950,13,99.0,9512
960,13,99.0,9612
970,13,99.0,9712
980,13,99.0,9812
990,14,99.0,9912
1010,14,99.0,10112
1020,14,99.0,10212
1030,14,99.0,10312
1040,14,99.0,10412
1050,14,99.0,10512
1060,14,99.0,10612
1070,15,99.0,10712
1080,15,99.0,10812
1090,15,99.0,10912
1110,15,99.0,11112
1120,16,99.0,11212
1130,16,99.0,11312
1140,16,99.0,11412
1150,16,99.0,11512
1160,17,99.0,11612
1170,17,99.0,11712
1180,17,99.0,11812
1190,17,99.0,11912
1210,18,99.0,12112
1220,18,99.0,12212
1230,18,99.0,12312
1240,19,99.0,12412
1250,19,99.0,12512
