10,1,0.022547197226068523,112
20,1,0.027014731691438573,212
30,1,0.03150857316266473,312
40,2,0.03262365898899018,412
50,2,0.03366194343987207,512
60,2,0.03428761581923779,612
70,3,0.03520903742719827,712
80,4,0.03622138404271214,812
90,5,0.037150885816837995,912
110,6,0.039903124173190724,1112
120,7,0.04105728933329408,1212
130,8,0.041255956976436574,1312
140,9,0.041690204555442076,1412
150,10,0.04365986793864422,1512
160,10,0.044102090849784975,1612
170,11,0.044707086967592416,1712
180,11,0.045390224105926955,1812
190,12,0.04568850479892704,1912
210,14,0.046253982416109465,2112
220,15,0.04660100200267858,2212
230,16,0.04668787523137442,2312
240,17,0.04673293528735732,2412
250,18,0.04686059560892238,2512
260,19,0.04740856939864994,2612
270,20,0.047515726844652315,2712
280,20,0.04789391159423176,2812
290,21,0.04799619880144577,2912
310,24,0.04839129956430252,3112
320,24,0.04848665126524401,3212
330,25,0.048660714684321114,3312
340,26,0.04920903032934283,3412
350,26,0.049478177295839594,3512
360,26,0.05056081097828755,3612
370,26,0.05098924862575514,3712
380,27,0.05112502443045563,3812
390,27,0.051864443076280166,3912
410,27,0.0519398093813507,4112
420,28,0.0522726103804855,4212
430,28,0.052424876201139024,4312
440,28,0.05260442352429492,4412
450,28,0.05260442352429492,4512
460,28,0.05348966994141125,4612
470,32,0.05348966994141125,4712
480,33,0.05351000794341654,4812
490,34,0.05351000794341654,4912
510,36,0.05393304183207372,5112
520,37,0.05401819154974401,5212
530,37,0.05423475680410705,5312
540,37,0.05449275066586722,5412
550,37,0.05449275066586722,5512
560,37,0.054901781853536044,5612
570,37,0.05493618670773508,5712
580,38,0.054983450588070894,5812
590,38,0.055362846217831205,5912
610,38,0.055362846217831205,6112
620,39,0.055362846217831205,6212
630,39,0.055362846217831205,6312
640,39,0.055362846217831205,6412
650,39,0.05556962065524325,6512
660,39,0.05566461875530486,6612
670,40,0.05566461875530486,6712
680,40,0.05566461875530486,6812
690,40,0.05580115186564245,6912
710,41,0.05587156404091524,7112
720,42,0.05587156404091524,7212
730,42,0.05587156404091524,7312
740,43,0.05590158795964947,7412
750,44,0.05592429827814272,7512
760,45,0.05592429827814272,7612
